title,description,youtube_url,thumbnail_url,category,display_order,status,source_url,migration_status
Sacred Circle YouTube Teaching,"Store YouTube links only; do not download videos.",https://www.youtube.com/@sacredcirclegroup,,Spiritual Wisdom,1,published,https://sacredcirclegroup.com/videos,manual_review
